
extDB3: https://bitbucket.org/torndeco/extdb3/wiki/Home
extDB3: Version: 1.031
extDB3: Windows Version
Message: All development for extDB3 is done on a Linux Dedicated Server
Message: If you would like to Donate to extDB3 Development
Message: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2SUEFTGABTAM2
Message: Also leave a message if there is any particular feature you would like to see added.
Message: Thanks for all the people that have donated.
Message: Torndeco: 18/05/15


extDB3: Found extdb3-conf.ini
extDB3: Detected 8 Cores, Setting up 6 Worker Threads
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...


[16:00:56:147754 +02:00] [Thread 6408] extDB3: MariaDBConnectorException: altislife: Access denied for user 'root'@'localhost' (using password: YES)
[16:01:42:536070 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:13:17:893516 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198278888367'
[16:13:18:264484 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198155402583'
[16:13:18:586349 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:13:18:607348 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:13:18:607483 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:13:18:927177 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:13:19:913459 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:13:19:913582 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:13:20:150575 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198122171910'
[16:13:20:216857 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198257958257'
[16:13:20:281950 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:13:21:474029 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198127763093'
[16:13:21:495046 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:13:22:095707 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198112188123'
[16:13:22:269087 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:13:22:291209 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:13:22:400511 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:13:23:007060 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198278888367'
[16:13:23:264812 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198155402583'
[16:13:23:614687 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:13:23:614817 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:13:23:658796 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:13:23:943557 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:13:24:860993 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:13:24:903117 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:13:25:141741 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198122171910'
[16:13:25:207960 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198257958257'
[16:13:25:601037 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:13:26:507496 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198127763093'
[16:13:26:507681 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:13:27:266382 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:13:27:288513 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:13:27:440904 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:13:28:262304 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198278888367'
[16:13:28:262522 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198155402583'
[16:13:28:607952 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:13:28:630018 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:13:28:716304 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:13:28:956894 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:13:29:914503 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:13:29:914690 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:13:29:978610 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198369020722'
[16:13:30:131011 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198122171910'
[16:13:30:350209 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198257958257'
[16:13:30:650424 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198369020722'
[16:13:30:913122 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:13:31:464559 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:13:32:285769 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:13:32:285906 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:13:32:482381 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:13:32:988639 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198278888367'
[16:13:33:275436 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198155402583'
[16:13:33:625358 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:13:33:625479 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:13:33:646392 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:13:33:951227 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:13:35:091517 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:13:35:134323 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198122171910'
[16:13:35:264657 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198257958257'
[16:13:36:117967 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:13:36:402731 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198369020722'
[16:13:36:446844 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:13:37:351236 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:13:37:351376 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:13:37:526655 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:13:38:286766 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198155402583'
[16:13:38:635720 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:13:38:657745 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:13:38:657866 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:13:38:964529 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:13:39:945074 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:13:40:139688 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198122171910'
[16:13:40:271047 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198257958257'
[16:13:41:384010 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198369020722'
[16:13:41:405026 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:13:41:449100 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:13:42:126928 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198112188123'
[16:13:42:332483 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:13:42:332615 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:13:42:534064 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198112188123'
[16:13:42:556051 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:13:42:927107 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198274451909'
[16:13:43:300075 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198155402583'
[16:13:43:537730 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198274451909'
[16:13:43:625961 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:13:43:710099 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:13:43:710346 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:13:43:976764 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:13:44:992550 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:13:45:121914 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198122171910'
[16:13:45:295306 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198257958257'
[16:13:46:381235 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198369020722'
[16:13:46:425323 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:13:47:276605 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:13:47:298803 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:13:47:407006 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:13:47:602531 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:13:48:306370 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198155402583'
[16:13:48:496836 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198112188123'
[16:13:48:628309 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:13:48:628455 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:13:48:672404 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:13:48:914001 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:13:49:482569 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198274451909'
[16:13:50:031997 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:13:50:097131 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198122171910'
[16:13:50:228473 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198257958257'
[16:13:51:394602 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198369020722'
[16:13:51:415749 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:13:52:270924 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:13:52:337093 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:13:52:424350 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:13:52:650889 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:13:53:329761 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198155402583'
[16:13:53:462106 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198112188123'
[16:13:53:615519 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:13:53:637554 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:13:53:701839 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:13:53:922360 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:13:54:492808 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198274451909'
[16:13:55:059379 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:13:55:081430 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198122171910'
[16:13:55:345042 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198257958257'
[16:13:56:397856 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:13:56:419904 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198369020722'
[16:13:57:271216 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:13:57:359418 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:13:57:686326 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:13:57:924998 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:13:58:318024 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198155402583'
[16:13:58:472365 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198112188123'
[16:13:58:626797 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:13:58:647802 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
